TIME,V(GND),V(Y),V(NET1),V(VDD)
1.76607725e-07,-2.21889050e+01,-2.09092887e+01,-2.14828105e+01,-2.03889050e+01
1.76629217e-07,-2.19789332e+01,-2.04460385e+01,-2.13115241e+01,-2.01789332e+01
1.76648560e-07,-2.17204922e+01,-2.00874617e+01,-2.10878999e+01,-1.99204922e+01
1.76653396e-07,-2.16392567e+01,-1.99884414e+01,-2.10153686e+01,-1.98392567e+01
1.76658231e-07,-2.15505763e+01,-1.98831637e+01,-2.09353924e+01,-1.97505763e+01
1.76667903e-07,-2.13567764e+01,-1.96614099e+01,-2.07590009e+01,-1.95567764e+01
1.76687245e-07,-2.09315919e+01,-1.91971435e+01,-2.03686332e+01,-1.91315919e+01
1.76725931e-07,-2.00048726e+01,-1.82343871e+01,-1.95115476e+01,-1.82048726e+01
1.76803301e-07,-1.80053220e+01,-1.62215236e+01,-1.76512643e+01,-1.62053220e+01
1.76880672e-07,-1.59358817e+01,-1.41507737e+01,-1.57210912e+01,-1.41358817e+01
1.77000000e-07,-1.26646945e+01,-1.08767055e+01,-1.26646945e+01,-1.08646945e+01
1.77015474e-07,-1.26536264e+01,-1.08585797e+01,-1.26536264e+01,-1.08536264e+01
1.77030948e-07,-1.26450224e+01,-1.08470683e+01,-1.26450224e+01,-1.08450224e+01
1.77046422e-07,-1.26386474e+01,-1.08389943e+01,-1.26386474e+01,-1.08386474e+01
1.77077371e-07,-1.26307356e+01,-1.08306689e+01,-1.26307356e+01,-1.08307356e+01
1.77139267e-07,-1.26263276e+01,-1.08263637e+01,-1.26263276e+01,-1.08263276e+01
1.77263060e-07,-1.26412257e+01,-1.08411996e+01,-1.26412257e+01,-1.08412257e+01
1.77510647e-07,-1.27116879e+01,-1.09117107e+01,-1.27116879e+01,-1.09116879e+01
1.77758233e-07,-1.28026623e+01,-1.10026432e+01,-1.28026623e+01,-1.10026623e+01
1.78253405e-07,-1.30255927e+01,-1.12256105e+01,-1.30255927e+01,-1.12255927e+01
1.79243750e-07,-1.35535120e+01,-1.17534949e+01,-1.35535120e+01,-1.17535120e+01
1.80243750e-07,-1.41283615e+01,-1.23283781e+01,-1.41283615e+01,-1.23283615e+01
1.81000000e-07,-1.45748941e+01,-1.27748785e+01,-1.45748941e+01,-1.27748941e+01
1.81014341e-07,-1.45815618e+01,-1.27738487e+01,-1.45557483e+01,-1.27815618e+01
1.81043022e-07,-1.45970902e+01,-1.27856302e+01,-1.45196499e+01,-1.27970902e+01
1.81071704e-07,-1.46158149e+01,-1.28026436e+01,-1.44867477e+01,-1.28158149e+01
1.81129067e-07,-1.46542850e+01,-1.28404335e+01,-1.44219641e+01,-1.28542850e+01
1.81186430e-07,-1.46778553e+01,-1.28623246e+01,-1.43422807e+01,-1.28778553e+01
1.81243793e-07,-1.46946927e+01,-1.28779047e+01,-1.42558644e+01,-1.28946927e+01
1.81358520e-07,-1.47513053e+01,-1.29858480e+01,-1.41059697e+01,-1.29513053e+01
1.81401396e-07,-1.47444344e+01,-1.30985816e+01,-1.40219209e+01,-1.29444344e+01
1.81415719e-07,-1.47454695e+01,-1.31643109e+01,-1.39971747e+01,-1.29454695e+01
1.81430042e-07,-1.47617489e+01,-1.32738986e+01,-1.39876730e+01,-1.29617489e+01
1.81444365e-07,-1.48104373e+01,-1.34854543e+01,-1.40105802e+01,-1.30104373e+01
1.81458688e-07,-1.48741767e+01,-1.37756636e+01,-1.40485384e+01,-1.30741767e+01
1.81473011e-07,-1.49517930e+01,-1.41331818e+01,-1.41003735e+01,-1.31517930e+01
1.81487334e-07,-1.50457962e+01,-1.45421622e+01,-1.41685955e+01,-1.32457962e+01
1.81501657e-07,-1.51001719e+01,-1.48787138e+01,-1.41971901e+01,-1.33001719e+01
1.81514547e-07,-1.51823701e+01,-1.50771686e+01,-1.42561851e+01,-1.33823701e+01
1.81526149e-07,-1.51814632e+01,-1.51030480e+01,-1.42343954e+01,-1.33814632e+01
1.81535653e-07,-1.51535043e+01,-1.50852091e+01,-1.41893297e+01,-1.33535043e+01
1.81554660e-07,-1.50610371e+01,-1.50084690e+01,-1.40626486e+01,-1.32610371e+01
1.81573668e-07,-1.49521159e+01,-1.49105406e+01,-1.39195136e+01,-1.31521159e+01
1.81611683e-07,-1.46987341e+01,-1.46719029e+01,-1.35977043e+01,-1.28987341e+01
1.81687714e-07,-1.41208237e+01,-1.41091123e+01,-1.28829387e+01,-1.23208237e+01
1.81839775e-07,-1.28222043e+01,-1.28203793e+01,-1.13106089e+01,-1.10222043e+01
1.82000000e-07,-1.13660698e+01,-1.13652869e+01,-9.56606977e+00,-9.56606977e+00
1.82030412e-07,-1.13656586e+01,-1.13656306e+01,-9.56565855e+00,-9.56565855e+00
1.82091237e-07,-1.13669264e+01,-1.13669238e+01,-9.56692636e+00,-9.56692636e+00
1.82152061e-07,-1.13693271e+01,-1.13693254e+01,-9.56932711e+00,-9.56932711e+00
1.82273710e-07,-1.13763826e+01,-1.13763801e+01,-9.57638257e+00,-9.57638257e+00
1.82517009e-07,-1.13950129e+01,-1.13950112e+01,-9.59501289e+00,-9.59501289e+00
1.83003605e-07,-1.14413159e+01,-1.14413134e+01,-9.64131588e+00,-9.64131588e+00
1.83976797e-07,-1.15520045e+01,-1.15520028e+01,-9.75200454e+00,-9.75200454e+00
1.84976797e-07,-1.16752898e+01,-1.16752873e+01,-9.87528979e+00,-9.87528979e+00
1.85976797e-07,-1.18033492e+01,-1.18033475e+01,-1.00033492e+01,-1.00033492e+01
1.86000000e-07,-1.18063418e+01,-1.18063394e+01,-1.00063418e+01,-1.00063418e+01
1.86023203e-07,-1.18050658e+01,-1.18058742e+01,-1.00468308e+01,-1.00050658e+01
1.86046406e-07,-1.18041568e+01,-1.18050112e+01,-1.00876868e+01,-1.00041568e+01
1.86092811e-07,-1.18032327e+01,-1.18040971e+01,-1.01702927e+01,-1.00032327e+01
1.86185622e-07,-1.18107671e+01,-1.18109202e+01,-1.03448871e+01,-1.00107671e+01
1.86278433e-07,-1.18244790e+01,-1.18210964e+01,-1.05256589e+01,-1.00244790e+01
1.86464055e-07,-1.18980366e+01,-1.18479492e+01,-1.09333364e+01,-1.00980366e+01
1.86505820e-07,-1.19817974e+01,-1.18852864e+01,-1.10922742e+01,-1.01817974e+01
1.86516632e-07,-1.20007144e+01,-1.18837719e+01,-1.11306513e+01,-1.02007144e+01
1.86527443e-07,-1.19919161e+01,-1.18462249e+01,-1.11413131e+01,-1.01919161e+01
1.86538254e-07,-1.19746592e+01,-1.17803927e+01,-1.11435162e+01,-1.01746592e+01
1.86549065e-07,-1.19179805e+01,-1.16412361e+01,-1.11062976e+01,-1.01179805e+01
1.86558795e-07,-1.18593577e+01,-1.14736553e+01,-1.10651889e+01,-1.00593577e+01
1.86568525e-07,-1.17862188e+01,-1.12597611e+01,-1.10095641e+01,-9.98621880e+00
1.86578255e-07,-1.17093767e+01,-1.10145928e+01,-1.09502361e+01,-9.90937670e+00
1.86587985e-07,-1.16435579e+01,-1.07588701e+01,-1.09019313e+01,-9.84355790e+00
1.86597715e-07,-1.15836943e+01,-1.04973811e+01,-1.08595818e+01,-9.78369429e+00
1.86617175e-07,-1.14644309e+01,-1.00432256e+01,-1.07753465e+01,-9.66443086e+00
1.86621541e-07,-1.14696338e+01,-1.00031243e+01,-1.07884079e+01,-9.66963384e+00
1.86625470e-07,-1.14712923e+01,-9.97120741e+00,-1.07971390e+01,-9.67129233e+00
1.86629400e-07,-1.14709962e+01,-9.94151507e+00,-1.08039155e+01,-9.67099623e+00
1.86637258e-07,-1.14654593e+01,-9.88768077e+00,-1.08125237e+01,-9.66545928e+00
1.86652975e-07,-1.14434784e+01,-9.79482334e+00,-1.08188332e+01,-9.64347844e+00
1.86684409e-07,-1.13717986e+01,-9.64139860e+00,-1.08037340e+01,-9.57179864e+00
1.86715842e-07,-1.12759790e+01,-9.51143381e+00,-1.07644950e+01,-9.47597904e+00
1.86747276e-07,-1.11632440e+01,-9.38655661e+00,-1.07083406e+01,-9.36324399e+00
1.86778710e-07,-1.10407567e+01,-9.25972019e+00,-1.06424339e+01,-9.24075670e+00
1.86841577e-07,-1.07859555e+01,-9.00152555e+00,-1.05007940e+01,-8.98595554e+00
1.86904444e-07,-1.05263157e+01,-8.74024884e+00,-1.03543154e+01,-8.72631573e+00
1.87000000e-07,-1.01258635e+01,-8.33811451e+00,-1.01258635e+01,-8.32586348e+00
1.87012573e-07,-1.01254227e+01,-8.33110062e+00,-1.01254227e+01,-8.32542274e+00
1.87025147e-07,-1.01224179e+01,-8.32505295e+00,-1.01224179e+01,-8.32241793e+00
1.87037720e-07,-1.01192810e+01,-8.31998794e+00,-1.01192810e+01,-8.31928099e+00
1.87062867e-07,-1.01121384e+01,-8.31208159e+00,-1.01121384e+01,-8.31213841e+00
1.87113161e-07,-1.01006134e+01,-8.30063993e+00,-1.01006134e+01,-8.30061342e+00
1.87163455e-07,-1.00898739e+01,-8.28986313e+00,-1.00898739e+01,-8.28987388e+00
1.87264043e-07,-1.00700246e+01,-8.27003226e+00,-1.00700246e+01,-8.27002457e+00
1.87465218e-07,-1.00336467e+01,-8.23364055e+00,-1.00336467e+01,-8.23364672e+00
1.87867569e-07,-9.96754049e+00,-8.16754620e+00,-9.96754049e+00,-8.16754049e+00
1.88672272e-07,-9.84874144e+00,-8.04873607e+00,-9.84874144e+00,-8.04874144e+00
1.89672272e-07,-9.71143180e+00,-7.91143703e+00,-9.71143180e+00,-7.91143180e+00
1.90672272e-07,-9.57924358e+00,-7.77923861e+00,-9.57924358e+00,-7.77924358e+00
1.91000000e-07,-9.53618700e+00,-7.73619152e+00,-9.53618700e+00,-7.73618700e+00
1.91041606e-07,-9.54285238e+00,-7.73244692e+00,-9.46796244e+00,-7.74285238e+00
1.91079050e-07,-9.54425965e+00,-7.73164170e+00,-9.40196877e+00,-7.74425965e+00
1.91116495e-07,-9.54551433e+00,-7.73163473e+00,-9.33582251e+00,-7.74551433e+00
1.91191385e-07,-9.54782700e+00,-7.73234250e+00,-9.20333328e+00,-7.74782700e+00
1.91341165e-07,-9.53739313e+00,-7.75051257e+00,-8.92329564e+00,-7.73739313e+00
1.91378610e-07,-9.53602399e+00,-7.81123006e+00,-8.85452555e+00,-7.73602399e+00
1.91395623e-07,-9.53608706e+00,-7.85941620e+00,-8.82396628e+00,-7.73608706e+00
1.91412635e-07,-9.54263594e+00,-7.93129029e+00,-8.79989281e+00,-7.74263594e+00
1.91429647e-07,-9.54820145e+00,-8.04676794e+00,-8.77483597e+00,-7.74820145e+00
1.91446660e-07,-9.48990407e+00,-8.19144186e+00,-8.68591624e+00,-7.68990407e+00
1.91460549e-07,-9.45337107e+00,-8.38456583e+00,-8.62438291e+00,-7.65337107e+00
1.91473049e-07,-9.42025349e+00,-8.60022422e+00,-8.56876503e+00,-7.62025349e+00
1.91485549e-07,-9.38301430e+00,-8.83870427e+00,-8.50902554e+00,-7.58301430e+00
1.91491799e-07,-9.36437266e+00,-8.95878688e+00,-8.47913375e+00,-7.56437266e+00
1.91504300e-07,-9.32007056e+00,-9.13499040e+00,-8.41233134e+00,-7.52007056e+00
1.91506199e-07,-9.30850538e+00,-9.14440150e+00,-8.39734714e+00,-7.50850538e+00
1.91507321e-07,-9.30404728e+00,-9.15066734e+00,-8.39086982e+00,-7.50404728e+00
1.91508443e-07,-9.30814515e+00,-9.16470558e+00,-8.39294847e+00,-7.50814515e+00
1.91509564e-07,-9.31642939e+00,-9.18170175e+00,-8.39921349e+00,-7.51642939e+00
1.91511808e-07,-9.33970317e+00,-9.21927272e+00,-8.41844883e+00,-7.53970317e+00
1.91516295e-07,-9.40015969e+00,-9.29926570e+00,-8.47082847e+00,-7.60015969e+00
1.91525269e-07,-9.54777349e+00,-9.46736148e+00,-8.60228849e+00,-7.74777349e+00
1.91543218e-07,-9.88710167e+00,-9.82597607e+00,-8.90930914e+00,-8.08710167e+00
1.91547705e-07,-9.97166702e+00,-9.91399930e+00,-8.98579760e+00,-8.17166702e+00
1.91556680e-07,-1.01400037e+01,-1.00887169e+01,-9.13798052e+00,-8.34000371e+00
1.91574628e-07,-1.04757441e+01,-1.04346772e+01,-9.44141335e+00,-8.67574407e+00
1.91610525e-07,-1.11425750e+01,-1.11153735e+01,-1.00436292e+01,-9.34257503e+00
1.91646423e-07,-1.18237474e+01,-1.18053627e+01,-1.06601865e+01,-1.00237474e+01
1.91682320e-07,-1.25121978e+01,-1.24997893e+01,-1.12840219e+01,-1.07121978e+01
1.91754114e-07,-1.38975099e+01,-1.38921021e+01,-1.25401038e+01,-1.20975099e+01
1.91825909e-07,-1.52870391e+01,-1.52848948e+01,-1.38004029e+01,-1.34870391e+01
1.91969498e-07,-1.80734157e+01,-1.80725941e+01,-1.63283191e+01,-1.62734157e+01
1.92000000e-07,-1.86657275e+01,-1.86648610e+01,-1.68657275e+01,-1.68657275e+01
1.92028718e-07,-1.86661661e+01,-1.86661335e+01,-1.68661661e+01,-1.68661661e+01
1.92086153e-07,-1.86687786e+01,-1.86687759e+01,-1.68687786e+01,-1.68687786e+01
1.92201025e-07,-1.86759212e+01,-1.86759196e+01,-1.68759212e+01,-1.68759212e+01
1.92430767e-07,-1.86939488e+01,-1.86939461e+01,-1.68939488e+01,-1.68939488e+01
1.92890252e-07,-1.87374924e+01,-1.87374908e+01,-1.69374924e+01,-1.69374924e+01
1.93809222e-07,-1.88395817e+01,-1.88395791e+01,-1.70395817e+01,-1.70395817e+01
1.94809222e-07,-1.89595497e+01,-1.89595481e+01,-1.71595497e+01,-1.71595497e+01
1.95809222e-07,-1.90839653e+01,-1.90839627e+01,-1.72839653e+01,-1.72839653e+01
1.96000000e-07,-1.91077785e+01,-1.91077769e+01,-1.73077785e+01,-1.73077785e+01
1.96065407e-07,-1.91068327e+01,-1.91076776e+01,-1.74245648e+01,-1.73068327e+01
1.96124273e-07,-1.91061110e+01,-1.91068670e+01,-1.75298020e+01,-1.73061110e+01
1.96242005e-07,-1.91167332e+01,-1.91152656e+01,-1.77523420e+01,-1.73167332e+01
1.96359737e-07,-1.90914458e+01,-1.90789366e+01,-1.79389724e+01,-1.72914458e+01
1.96379310e-07,-1.90410141e+01,-1.90245728e+01,-1.79237725e+01,-1.72410141e+01
1.96398883e-07,-1.89676649e+01,-1.89465628e+01,-1.78856552e+01,-1.71676649e+01
1.96438030e-07,-1.87763953e+01,-1.87413679e+01,-1.77648494e+01,-1.69763953e+01
1.96482480e-07,-1.85576737e+01,-1.84921872e+01,-1.76261381e+01,-1.67576737e+01
1.96526930e-07,-1.83628629e+01,-1.82171929e+01,-1.75113378e+01,-1.65628629e+01
1.96538043e-07,-1.83154098e+01,-1.81142304e+01,-1.74838872e+01,-1.65154098e+01
1.96549156e-07,-1.83257822e+01,-1.80431142e+01,-1.75142622e+01,-1.65257822e+01
1.96560268e-07,-1.83813186e+01,-1.79726272e+01,-1.75898012e+01,-1.65813186e+01
1.96571381e-07,-1.84686771e+01,-1.78928322e+01,-1.76971623e+01,-1.66686771e+01
1.96582493e-07,-1.85833623e+01,-1.78062427e+01,-1.78318501e+01,-1.67833623e+01
1.96593606e-07,-1.87162323e+01,-1.77144016e+01,-1.79847228e+01,-1.69162323e+01
1.96615831e-07,-1.90737580e+01,-1.76724865e+01,-1.83822537e+01,-1.72737580e+01
1.96633748e-07,-1.92858246e+01,-1.77265182e+01,-1.86265707e+01,-1.74858246e+01
1.96649765e-07,-1.94451275e+01,-1.78081285e+01,-1.88147047e+01,-1.76451275e+01
1.96681800e-07,-1.97090476e+01,-1.79830817e+01,-1.91362869e+01,-1.79090476e+01
1.96713834e-07,-1.99211320e+01,-1.81578379e+01,-1.94060334e+01,-1.81211320e+01
1.96745869e-07,-2.01087295e+01,-1.83323341e+01,-1.96512930e+01,-1.83087295e+01
1.96809938e-07,-2.04533243e+01,-1.86698639e+01,-2.01112120e+01,-1.86533243e+01
1.96874007e-07,-2.07854504e+01,-1.90002430e+01,-2.05586624e+01,-1.89854504e+01
1.97000000e-07,-2.14197195e+01,-1.96318834e+01,-2.14197195e+01,-1.96197195e+01
1.97012814e-07,-2.14168739e+01,-1.96224558e+01,-2.14168739e+01,-1.96168739e+01
1.97038441e-07,-2.14171347e+01,-1.96187989e+01,-2.14171347e+01,-1.96171347e+01
1.97064069e-07,-2.14203240e+01,-1.96201734e+01,-2.14203240e+01,-1.96203240e+01
1.97115324e-07,-2.14326859e+01,-1.96327571e+01,-2.14326859e+01,-1.96326859e+01
1.97217835e-07,-2.14702641e+01,-1.96702160e+01,-2.14702641e+01,-1.96702641e+01
1.97422856e-07,-2.15731021e+01,-1.97731427e+01,-2.15731021e+01,-1.97731021e+01
1.97832897e-07,-2.18346945e+01,-2.00346577e+01,-2.18346945e+01,-2.00346945e+01
1.98652981e-07,-2.24694684e+01,-2.06695037e+01,-2.24694684e+01,-2.06694684e+01
1.99652981e-07,-2.33261832e+01,-2.15261495e+01,-2.33261832e+01,-2.15261832e+01
2.00652981e-07,-2.42243526e+01,-2.24243853e+01,-2.42243526e+01,-2.24243526e+01
2.01000000e-07,-2.45386916e+01,-2.27386628e+01,-2.45386916e+01,-2.27386916e+01
2.01100000e-07,-2.45436712e+01,-2.27313198e+01,-2.43636712e+01,-2.27436712e+01
2.01174637e-07,-2.45280874e+01,-2.27131744e+01,-2.42137406e+01,-2.27280874e+01
2.01249274e-07,-2.45047644e+01,-2.26878049e+01,-2.40560710e+01,-2.27047644e+01
2.01341608e-07,-2.44714185e+01,-2.26866144e+01,-2.38565243e+01,-2.26714185e+01
2.01384070e-07,-2.44125380e+01,-2.27049049e+01,-2.37212128e+01,-2.26125380e+01
2.01407761e-07,-2.43476292e+01,-2.27248231e+01,-2.36136589e+01,-2.25476292e+01
2.01431453e-07,-2.42480216e+01,-2.27666950e+01,-2.34714060e+01,-2.24480216e+01
2.01455145e-07,-2.39923258e+01,-2.28344516e+01,-2.31730650e+01,-2.21923258e+01
2.01475469e-07,-2.36855127e+01,-2.29190319e+01,-2.28296683e+01,-2.18855127e+01
2.01495793e-07,-2.33295392e+01,-2.30018168e+01,-2.24371113e+01,-2.15295392e+01
2.01499794e-07,-2.32639405e+01,-2.30109137e+01,-2.23643113e+01,-2.14639405e+01
2.01507795e-07,-2.31776158e+01,-2.30292933e+01,-2.22635842e+01,-2.13776158e+01
2.01515797e-07,-2.31103675e+01,-2.30090067e+01,-2.21819334e+01,-2.13103675e+01
2.01523798e-07,-2.30527053e+01,-2.29699487e+01,-2.21098688e+01,-2.12527053e+01
2.01539801e-07,-2.30541348e+01,-2.29900901e+01,-2.20824935e+01,-2.12541348e+01
2.01552658e-07,-2.30936826e+01,-2.30396041e+01,-2.20988990e+01,-2.12936826e+01
2.01578371e-07,-2.32461926e+01,-2.32069652e+01,-2.22051242e+01,-2.14461926e+01
2.01629799e-07,-2.36979932e+01,-2.36759731e+01,-2.25643553e+01,-2.18979932e+01
2.01732654e-07,-2.49051031e+01,-2.48980963e+01,-2.35863262e+01,-2.31051031e+01
2.01835509e-07,-2.62641222e+01,-2.62622201e+01,-2.47602063e+01,-2.44641222e+01
2.02000000e-07,-2.86310418e+01,-2.86302530e+01,-2.68310418e+01,-2.68310418e+01
2.02020571e-07,-2.86294541e+01,-2.86294137e+01,-2.68294541e+01,-2.68294541e+01
2.02061713e-07,-2.86273544e+01,-2.86273513e+01,-2.68273544e+01,-2.68273544e+01
2.02143997e-07,-2.86238190e+01,-2.86238179e+01,-2.68238190e+01,-2.68238190e+01
2.02308565e-07,-2.86180284e+01,-2.86180254e+01,-2.68180284e+01,-2.68180284e+01
2.02637701e-07,-2.86090088e+01,-2.86090076e+01,-2.68090088e+01,-2.68090088e+01
2.03295973e-07,-2.85960889e+01,-2.85960859e+01,-2.67960889e+01,-2.67960889e+01
2.04295973e-07,-2.85823633e+01,-2.85823620e+01,-2.67823633e+01,-2.67823633e+01
2.05295973e-07,-2.85715812e+01,-2.85715782e+01,-2.67715812e+01,-2.67715812e+01
2.06000000e-07,-2.85647186e+01,-2.85647173e+01,-2.67647186e+01,-2.67647186e+01
2.06100000e-07,-2.85632666e+01,-2.85640806e+01,-2.69432666e+01,-2.67632666e+01
2.06179978e-07,-2.85618077e+01,-2.85619830e+01,-2.70857686e+01,-2.67618077e+01
2.06339935e-07,-2.85558081e+01,-2.85464647e+01,-2.73676907e+01,-2.67558081e+01
2.06437526e-07,-2.85571339e+01,-2.85217939e+01,-2.75446801e+01,-2.67571339e+01
2.06535117e-07,-2.86891835e+01,-2.84909705e+01,-2.78523934e+01,-2.68891835e+01
2.06545857e-07,-2.86146002e+01,-2.83400686e+01,-2.77971431e+01,-2.68146002e+01
2.06556598e-07,-2.84872401e+01,-2.81103975e+01,-2.76891161e+01,-2.66872401e+01
2.06578079e-07,-2.81178884e+01,-2.74185681e+01,-2.73584305e+01,-2.63178884e+01
2.06599560e-07,-2.76452210e+01,-2.65222071e+01,-2.69244292e+01,-2.58452210e+01
2.06621041e-07,-2.70711066e+01,-2.56079181e+01,-2.63889810e+01,-2.52711066e+01
2.06642522e-07,-2.63346203e+01,-2.47283217e+01,-2.56911608e+01,-2.45346203e+01
2.06661856e-07,-2.56090674e+01,-2.39301438e+01,-2.50004073e+01,-2.38090674e+01
2.06700522e-07,-2.39952433e+01,-2.22426290e+01,-2.34561823e+01,-2.21952433e+01
2.06739188e-07,-2.23147308e+01,-2.05396512e+01,-2.18452688e+01,-2.05147308e+01
2.06777854e-07,-2.05979816e+01,-1.88169376e+01,-2.01981186e+01,-1.87979816e+01
2.06855186e-07,-1.70746782e+01,-1.52897800e+01,-1.68140133e+01,-1.52746782e+01
2.06932518e-07,-1.35017428e+01,-1.17151039e+01,-1.33802759e+01,-1.17017428e+01
2.07000000e-07,-1.03649736e+01,-8.57723612e+00,-1.03649736e+01,-8.56497359e+00
2.07015466e-07,-1.03579310e+01,-8.56299072e+00,-1.03579310e+01,-8.55793102e+00
2.07030933e-07,-1.03496639e+01,-8.55175423e+00,-1.03496639e+01,-8.54966386e+00
2.07046399e-07,-1.03410564e+01,-8.54141142e+00,-1.03410564e+01,-8.54105644e+00
2.07077332e-07,-1.03228807e+01,-8.52281250e+00,-1.03228807e+01,-8.52288069e+00
2.07139198e-07,-1.02816995e+01,-8.48173635e+00,-1.02816995e+01,-8.48169950e+00
2.07201064e-07,-1.02386247e+01,-8.43860697e+00,-1.02386247e+01,-8.43862473e+00
2.07324795e-07,-1.01499315e+01,-8.34994501e+00,-1.01499315e+01,-8.34993148e+00
2.07572259e-07,-9.96736178e+00,-8.16735043e+00,-9.96736178e+00,-8.16736178e+00
2.08067185e-07,-9.59186413e+00,-7.79187476e+00,-9.59186413e+00,-7.79186413e+00
2.09057037e-07,-8.82013123e+00,-7.02012107e+00,-8.82013123e+00,-7.02013123e+00
2.10057037e-07,-8.02980582e+00,-6.22981569e+00,-8.02980582e+00,-6.22980582e+00
2.11000000e-07,-7.27979073e+00,-5.47978135e+00,-7.27979073e+00,-5.47979073e+00
2.11008794e-07,-7.28841838e+00,-5.48218002e+00,-7.27258832e+00,-5.48841838e+00
2.11026383e-07,-7.30881776e+00,-5.49844616e+00,-7.26132758e+00,-5.50881776e+00
2.11042213e-07,-7.32711255e+00,-5.51530855e+00,-7.25112826e+00,-5.52711255e+00
2.11052193e-07,-7.33894697e+00,-5.52664617e+00,-7.24499906e+00,-5.53894697e+00
2.11072153e-07,-7.36355211e+00,-5.55061095e+00,-7.23367696e+00,-5.56355211e+00
2.11112072e-07,-7.41446720e+00,-5.60083671e+00,-7.21273755e+00,-5.61446720e+00
2.11191910e-07,-7.51944038e+00,-5.70383907e+00,-7.17400174e+00,-5.71944038e+00
2.11269380e-07,-7.62066500e+00,-5.80460302e+00,-7.13578067e+00,-5.82066500e+00
2.11326078e-07,-7.69347581e+00,-5.89306651e+00,-7.10653506e+00,-5.89347581e+00
2.11382776e-07,-7.73370807e+00,-6.00755502e+00,-7.04471089e+00,-5.93370807e+00
2.11389062e-07,-7.73729792e+00,-6.02905931e+00,-7.03698550e+00,-5.93729792e+00
2.11401635e-07,-7.74624827e+00,-6.08040304e+00,-7.02330538e+00,-5.94624827e+00
2.11414207e-07,-7.76040978e+00,-6.15166483e+00,-7.01483643e+00,-5.96040978e+00
2.11421874e-07,-7.78281910e+00,-6.22106252e+00,-7.02344650e+00,-5.98281910e+00
2.11428478e-07,-7.79848126e+00,-6.28680278e+00,-7.02722032e+00,-5.99848126e+00
2.11435083e-07,-7.76259391e+00,-6.31389427e+00,-6.97944464e+00,-5.96259391e+00
2.11440394e-07,-7.72761711e+00,-6.34188383e+00,-6.93490828e+00,-5.92761711e+00
2.11445705e-07,-7.68940866e+00,-6.37594538e+00,-6.88714027e+00,-5.88940866e+00
2.11456326e-07,-7.56978288e+00,-6.42452126e+00,-6.74839539e+00,-5.76978288e+00
2.11464855e-07,-7.45034921e+00,-6.46203270e+00,-6.61360942e+00,-5.65034921e+00
2.11473384e-07,-7.30957880e+00,-6.49629711e+00,-6.45748672e+00,-5.50957880e+00
2.11481914e-07,-7.16114399e+00,-6.53562061e+00,-6.29369961e+00,-5.36114399e+00
2.11490443e-07,-7.00421400e+00,-6.56981767e+00,-6.12141732e+00,-5.20421400e+00
2.11498972e-07,-6.81335229e+00,-6.55274134e+00,-5.91520331e+00,-5.01335229e+00
2.11506353e-07,-6.65868175e+00,-6.49981911e+00,-5.74724611e+00,-4.85868175e+00
2.11513735e-07,-6.50516522e+00,-6.39636685e+00,-5.58044292e+00,-4.70516522e+00
2.11521116e-07,-6.35355986e+00,-6.26604361e+00,-5.41555089e+00,-4.55355986e+00
2.11523611e-07,-6.30153249e+00,-6.21807870e+00,-5.35903279e+00,-4.50153249e+00
2.11526106e-07,-6.24967289e+00,-6.17000716e+00,-5.30268248e+00,-4.44967289e+00
2.11531095e-07,-6.14653788e+00,-6.07328042e+00,-5.19056603e+00,-4.34653788e+00
2.11541075e-07,-5.94161599e+00,-5.87846532e+00,-4.96768126e+00,-4.14161599e+00
2.11561034e-07,-5.53451874e+00,-5.48602360e+00,-4.52465825e+00,-3.73451874e+00
2.11600951e-07,-4.72578336e+00,-4.69552670e+00,-3.64407136e+00,-2.92578336e+00
2.11680786e-07,-3.11780776e+00,-3.10518120e+00,-1.89239273e+00,-1.31780776e+00
2.11760621e-07,-1.51487458e+00,-1.50988604e+00,-1.45756520e-01,2.85125424e-01
2.11787433e-07,-9.76420348e-01,-9.72808194e-01,4.40958239e-01,8.23579652e-01
2.11814244e-07,-4.37626160e-01,-4.35173210e-01,1.02801296e+00,1.36237384e+00
2.11867867e-07,6.41310689e-01,6.42735501e-01,2.20347087e+00,2.44131069e+00
2.11921490e-07,1.72086502e+00,1.72181447e+00,3.37954627e+00,3.52086502e+00
2.12000000e-07,3.30211298e+00,3.30296847e+00,5.10211298e+00,5.10211298e+00
2.12010725e-07,3.30281136e+00,3.30288960e+00,5.10281136e+00,5.10281136e+00
2.12032174e-07,3.30810512e+00,3.30811083e+00,5.10810512e+00,5.10810512e+00
2.12051478e-07,3.31278799e+00,3.31279030e+00,5.11278799e+00,5.11278799e+00
2.12090086e-07,3.32202874e+00,3.32203064e+00,5.12202874e+00,5.12202874e+00
2.12167303e-07,3.34030079e+00,3.34030308e+00,5.14030079e+00,5.14030079e+00
2.12321737e-07,3.37642434e+00,3.37642626e+00,5.17642434e+00,5.17642434e+00
2.12630604e-07,3.44783671e+00,3.44783899e+00,5.24783671e+00,5.24783671e+00
2.13248339e-07,3.58899082e+00,3.58899274e+00,5.38899082e+00,5.38899082e+00
2.14248339e-07,3.81530454e+00,3.81530683e+00,5.61530454e+00,5.61530454e+00
2.15248339e-07,4.04052365e+00,4.04052557e+00,5.84052365e+00,5.84052365e+00
